id	name	start	end	features	dedicated_urls	score
78702	New Bigoers, Welcome To Bigo Live! Jan	2026-01-01 12:00:00	2026-01-31 23:59:59	task,lottery,shop,growth,game,collection,group,rank,recharge,reward	https://activity.bigo.tv/live/act/act_14587/?area=NL|https://activity.bigo.tv/live/act/act_14587/?area=SE	15
78378	ID-New User Eksklusif JAN2025	2026-01-05 00:00:00	2026-02-05 00:00:00	task,growth,game,collection,group,rank,recharge,reward	https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1592920054|https://static-fed.bigolive.tv/live/pages/bigolive/act-39011/index.html	14
77752	Family Welcome Week 12/19	2025-12-19 00:00:00	2025-12-26 00:00:00	task,lottery,growth,game,collection,group,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/family-detail/index.html#/family/list?firstpage=true	13
78725	Regalo Especial para Nuevos!	2026-01-03 00:00:00	2026-01-31 23:59:59	task,lottery,game,collection,stage,rank,recharge,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-39011/index.html?src=001|https://static-fed.bigolive.tv/live/pages/bigolive/anchor-recurit/sign.html	13
77398	Friendly Auto-Reward Event - Dec 2025	2025-12-02 16:10:23	2026-01-01 23:59:59	task,growth,group,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-39011/index.html?src=001|https://static-fed.bigolive.tv/live/pages/bigolive/act-49334/index.html#/apply49334/1732	12
77869	🔔 Dec Peak Performance: Special Christmas Bonus Rewards & Flight Reward to Seoul! 🔔	2025-12-12 00:00:00	2026-01-08 00:00:00	task,growth,game,stage,group,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/family-detail/index.html#/family/list?firstpage=true	12
77870	Agency Christmas Live Fest 2025 *test	2025-12-12 03:45:00	2025-12-31 03:45:00	task,shop,game,collection,stage,group,rank,reward		12
78506	KH New Family Challenge (Jan 2026)	2026-01-01 00:00:00	2026-01-30 23:59:59	task,growth,group,rank,recharge,reward	https://activity.bigo.tv/live/act/act_14587/?area=KH|https://activity.bigo.tv/live/act/act_26289/index.html|https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1612242209	12
78545	MM New Family Challenge (Jan 2026)	2026-01-01 00:00:00	2026-01-31 23:59:59	task,growth,game,group,rank,recharge,reward	https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1609992861|https://static-fed.bigolive.tv/live/pages/bigolive/family-detail/index.html#/list?firstpage=true	12
79042	Friendly Auto-Reward Event - Jan 2026	2026-01-03 16:10:23	2026-02-01 23:59:59	task,growth,group,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-39011/index.html?src=001|https://static-fed.bigolive.tv/live/pages/bigolive/act-49334/index.html#/apply49334/1732	12
77327	💫عودة الأساطير	2025-11-30 23:59:59	2025-12-15 23:59:59	task,lottery,shop,growth,game,rank,recharge,reward	https://static-fed.bigolive.tv/live/pages/bigolive/main-venue-2025-N0x29P/index.html	11
77370	NEW FAMILY RANKING - Dec 2025	2025-12-01 18:25:11	2026-01-04 23:59:59	task,lottery,growth,group,rank,recharge,reward	https://static-fed.bigolive.tv/live/pages/bigolive/family-detail/index.html	11
77465	Pre-Gala Spark:Global Gifting Event-USCA Dec Event	2025-12-02 16:28:49	2026-01-05 23:59:59	task,lottery,growth,game,collection,rank,recharge,reward		11
77871	Agency Christmas Live Fest 2025 *test2	2025-12-12 05:00:00	2025-12-31 23:59:59	task,game,collection,stage,group,rank,reward		11
77875	testest live hrs ranking am	2025-12-12 08:52:00	2025-12-31 09:50:00	task,game,collection,stage,group,rank,reward		11
78345	New Star Kickoff	2026-01-01 00:00:00	2026-01-31 23:59:59	task,lottery,shop,growth,game,collection,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-49334/index.html#/apply49334/1930	11
78497	Mini Misión Diaria Enero	2026-01-05 00:00:00	2026-02-01 23:59:59	task,lottery,growth,game,collection,stage,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/bigo-Institute/index.html	11
78538	MM Auto Watch Live Get Dia (Jan 2026)	2026-01-01 00:00:00	2026-01-31 23:59:59	task,growth,game,rank,recharge,reward	https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1594096074|https://activity.bigo.tv/live/act/vip_manage_14114/index.html	11
78940	🎆 Gran Batalla de Año Nuevo	2026-01-01 00:00:00	2026-01-31 23:59:59	task,growth,game,stage,rank,recharge,reward	https://static-fed.bigolive.tv/live/pages/bigolive/svip/index.html	11
77483	Family GALA 2025- User	2025-12-06 00:00:00	2025-12-14 23:59:59	task,lottery,group,rank,recharge,reward	https://static-fed.bigolive.tv/live/pages/bigolive/annual-festival-family-2025/index.html	10
77833	dhy测试统计维度计分国家码01	2025-12-11 16:00:13	2025-12-12 12:18:26	task,lottery,growth,game,collection,stage,group,rank,reward		10
77835	dhy测试统计维度计分国家码02	2025-12-11 16:00:13	2025-12-12 12:18:26	task,lottery,growth,game,collection,stage,group,rank,reward		10
77977	O Cofre Só Para Você	2025-12-22 00:00:00	2025-12-31 23:59:59	task,growth,stage,rank,recharge,reward	https://static-fed.bigolive.tv/live/pages/bigolive/svip/index.html	10
78024	Santa's Showdown	2025-12-21 00:00:00	2025-12-28 00:00:00	task,lottery,growth,game,collection,rank,reward		10
78037	SVIP Questionnaire -2025 Q4	2025-12-18 00:00:00	2025-12-31 23:59:59	task,lottery,shop,growth,game,collection,group,rank,reward		10
78242	ANZ Recharge Treasure Box	2026-01-20 00:00:00	2026-01-23 23:59:59	task,growth,game,stage,rank,recharge,reward		10
78299	kyc incentive	2025-12-22 14:00:00	2026-01-08 00:00:00	task,lottery,growth,game,collection,rank,reward	https://activity.bigo.tv/live/act/act_9599/index.html?authType=1	10
78514	KH Auto SVIP0-OnlyforU (Jan 2026)	2026-01-01 00:00:00	2026-01-31 23:59:59	task,lottery,growth,game,recharge,reward	https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1592893413|https://activity.bigo.tv/live/act/vip_manage_14114/index.html	10
78550	ID-New Year Fireworks Festival 🎆 User	2026-01-03 00:00:00	2026-01-09 23:59:59	lottery,growth,collection,stage,rank,recharge,reward		10
78551	ID-New Year Fireworks User	2026-01-14 00:00:00	2026-01-20 23:59:59	lottery,growth,stage,rank,recharge,reward		10
78552	ID-New Year Fireworks Festival 🎆 Family	2026-01-03 00:00:00	2026-01-09 23:59:59	lottery,growth,game,group,rank,reward		10
78577	M-Xem live hay Nhận thưởng ngay -01-31/01/26	2026-01-01 00:00:00	2026-02-01 00:00:00	task,lottery,shop,growth,game,collection,rank,reward		10
78714	Amateur Host Support Program Jan	2026-01-01 00:00:00	2026-01-31 23:59:59	task,lottery,growth,game,collection,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-49334/index.html#/apply49334/1861	10
78772	KH Family Begins	2026-01-01 00:00:00	2026-01-31 23:59:59	task,game,group,rank,recharge,reward	https://activity.bigo.tv/live/act/act_14587/?area=KH|https://activity.bigo.tv/live/act/act_26289/index.html	10
78928	Rising Star Auto Reward - Jan 2026	2025-12-31 00:00:00	2026-02-01 23:00:00	task,growth,game,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-39011/index.html?src=001|https://static-fed.bigolive.tv/live/pages/bigolive/act-49334/index.html	10
79039	Premium Morning Level-Up  Auto Reward Part 1&2- Jan 2026	2026-01-05 00:00:00	2026-02-01 00:00:00	task,growth,rank,recharge,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-39011/index.html?src=001|https://static-fed.bigolive.tv/live/pages/bigolive/act-49334/index.html#/apply49334/1732	10
77351	Welcome Aboard, New BIGOer!-Dec	2025-12-06 00:00:00	2026-01-04 23:59:59	task,lottery,growth,rank,recharge,reward		9
77409	KH-Family GALA (Host)	2025-12-06 00:00:00	2025-12-14 23:59:59	lottery,game,group,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/annual-festival-family-2025/index.html	9
77574	✨Dec -  UK Arena Battle	2025-12-06 00:00:00	2025-12-14 23:59:59	task,growth,game,collection,stage,rank,reward		9
77620	USCA x Africa Gifting Quest-Gala Edition---Dec USCA Event	2025-12-05 16:11:07	2026-01-03 23:59:59	task,lottery,growth,collection,rank,recharge,reward		9
77621	LATAM Gift Carnival-Gala Edition---Dec USCA Event	2025-12-05 16:16:09	2026-01-03 23:59:59	task,lottery,growth,collection,rank,recharge,reward		9
77622	Love on the Way to Vietnam-Gala Edition---Dec USCA Event	2025-12-05 16:19:52	2026-01-03 23:59:59	task,lottery,growth,collection,rank,recharge,reward		9
77623	Love on the Way to Philippines-Gala Edition---Dec USCA Event	2025-12-05 16:24:12	2026-01-03 23:59:59	task,lottery,growth,collection,rank,recharge,reward		9
77624	South East Asia Gift Carnival -Gala Edition---Dec USCA Event	2025-12-05 16:29:47	2026-01-03 23:59:59	task,lottery,growth,collection,rank,recharge,reward		9
77636	Family Gala Ranking Event	2025-12-10 00:00:00	2025-12-17 23:59:59	task,lottery,shop,growth,group,rank,recharge,reward		9
77865	Гала 2025:  Семейный Чемпионат✨	2025-12-11 22:10:00	2026-08-06 00:00:00	lottery,game,collection,group,rank,recharge	https://static-fed.bigolive.tv/live/pages/bigolive/annual-festival-family-2025/index.html	9
77945	💫عودة الأساطير	2025-12-14 23:59:59	2025-12-31 23:59:59	task,lottery,shop,growth,game,rank,recharge,reward		9
77989	🎊 Milagres de Ano Novo 🎆🎉	2025-12-22 00:12:00	2026-01-02 23:59:59	task,growth,game,stage,rank,recharge,reward		9
78061	ID-Magical Christmas Carnival🎅🏻 Host	2025-12-24 00:00:00	2025-12-31 23:59:59	lottery,game,collection,group,rank,reward		9
78062	ID-Magical Christmas Carnival🎅🏻 Family	2025-12-24 00:00:00	2025-12-31 21:00:00	lottery,growth,game,group,rank,reward		9
78072	Festa de Live_Fim do Ano 2025	2025-12-23 00:00:00	2026-01-04 23:59:59	lottery,game,collection,group,rank,reward		9
78145	TH☃️New Year Topup 2569 27-31 Dec 25☃️	2025-12-27 00:00:00	2026-01-01 00:00:00	task,lottery,growth,collection,rank,recharge,reward		9
78246	Newbie GALA Gifting Challenge!	2026-01-15 17:00:00	2026-01-31 23:59:59	task,lottery,growth,stage,rank,recharge,reward		9
78247	ANZ-HK/TW Gifting Event!	2026-01-08 17:30:00	2026-01-14 23:59:59	task,lottery,growth,game,group,rank,recharge,reward		9
78304	특권 3단계 룰렛	2026-01-01 00:00:00	2026-02-01 00:00:00	task,lottery,growth,game,collection,rank,recharge,reward		9
78437	BBR Family Builder - January Series	2026-01-07 00:00:00	2026-02-05 00:00:00	lottery,game,collection,stage,group,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/family-detail/index.html#/family/list?firstpage=true	9
78461	ID - GO! PK Right Now!	2026-01-03 00:00:00	2026-01-30 23:59:59	growth,game,stage,rank,reward	https://activity.bigo.tv/live/act/act_15180/index.html?compe_id=1746183742114979|https://activity.bigo.tv/live/act/act_15180/index.html?compe_id=1769401139698024	9
78484	🎉 New Year Mega Prize Pool!	2025-12-30 00:00:00	2026-01-08 23:59:59	task,lottery,growth,game,collection,rank,reward		9
78516	KH First Recharge Free (Jan 2026)	2026-01-01 00:00:00	2026-01-31 23:59:59	task,growth,game,rank,recharge,reward	https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1592893413	9
78531	MM Auto First Recharge Jan 2026	2026-01-01 00:00:00	2026-01-31 23:59:59	task,growth,game,rank,recharge,reward	https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1594096074	9
78547	ID-New Year Fireworks Festival 🎆 Host	2026-01-03 00:00:00	2026-01-09 23:59:59	lottery,growth,game,stage,rank,reward		9
78549	ID - ID-New Year Fireworks Host	2026-01-14 00:00:00	2026-01-21 00:00:00	lottery,growth,game,stage,rank,reward		9
78553	ID-New Year Fireworks Family	2026-01-14 00:00:00	2026-01-21 00:00:00	lottery,growth,game,group,rank,reward		9
78554	ID - Super Live Challenge ✨ Diamond	2026-01-01 00:00:00	2026-01-05 23:59:59	task,growth,game,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-JP-2024/index.html?lang=ja	9
78555	ID - Super Live Challenge ✨ Platinum	2026-01-01 00:00:00	2026-01-05 23:59:59	task,growth,game,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-JP-2024/index.html?lang=ja	9
78556	ID - Super Live Challenge ✨ Gold	2026-01-01 00:00:00	2026-01-05 23:59:59	task,growth,game,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-JP-2024/index.html?lang=ja	9
78557	ID - Super Live Challenge ✨ Silver	2026-01-01 00:00:00	2026-01-05 23:59:59	task,growth,game,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-JP-2024/index.html?lang=ja	9
78616	✨Jan UK- Fresh Boost	2026-01-01 00:00:00	2026-01-07 23:59:59	task,lottery,growth,game,collection,rank,reward		9
